"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"MICAL2--NELL1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICAL3--ATAD1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALCL--MICAL2"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALL1--DNAL4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALL1--SHC1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALL2--HDAC9"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALL2--KLK1"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MICALL2--UCKL1"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MID1--DOCK11"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIDN--HMHA1"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIER2--SHC2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIER3--ABCC12"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MINK1--SPNS3"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MINPP1--ASXL2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIPEP--GATAD2A"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIPEP--MYO16"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIPEP--TNFRSF19"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIPOL1--KIAA0391"	"BLCA"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MIPOL1--NLGN1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MIPOL1--SCFD1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MITF--FOXP1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MITF--PRICKLE2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL1--CSNK1E"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL1--INPP5D"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL1--SERPIND1"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL1--TMEM218"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL1--WFIKKN2"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKL2--C17orf39"	"LUAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKLN1--CDK14"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKLN1--DNM3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKLN1--EXOC4"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKLN1--GRM8"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKLN1--NRF1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKNK1--KIAA0494"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKRN1--NLGN1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MKRN2--PPARG"	"BLCA"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MLEC--STX2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLF1--RSRC1"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL--ATP5L"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL--IGHMBP2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL2--CUX2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL2--PTPRR"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--AGK"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--AUTS2"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--FUT9"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--IRF5"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--LHFPL3"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--LMTK3"	"READ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL3--NDUFAF4"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL5--KIAA1267"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL5--MAP2K3"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL5--PTPRZ1"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL5--RAPGEF1"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLL5--TUFT1"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT1--CRLF1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT1--PRLR"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT10--ASCC1"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT10--C10orf140"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT10--MINPP1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT10--SLC16A1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT10--WAC"	"LGG"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MLLT3--BNC2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT3--PALM2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT3--SYT10"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT3--TYRP1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT4--GMDS"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT4--HMGCLL1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLLT4--TTLL2"	"KIRC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLXIP--ANKS1B"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLXIP--ASH2L"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MLXIP--TSPAN8"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMACHC--TTC23L"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMD--APPBP2"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP11--GAS2L1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP13--SUPT16H"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP14--CCT5"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP14--RBM23"	"KICH"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP15--CCDC135"	"STAD"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MMP26--GUCY2F"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMP9--UTRN"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMS19--MICU1"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MMS19--NDUFV1"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MNAT1--MUDENG"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MNAT1--SPSB1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MND1--ARFIP1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOBKL2A--PRDM13"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOBKL2A--STK11"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOBKL2A--VCL"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOBKL2B--SLC24A2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOCS1--LEMD3"	"OV"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MON1A--C21orf67"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MON1A--MBTD1"	"THYM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MORC2--PATZ1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOSC1--VPS33A"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOSPD2--ARHGAP6"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOV10--SYCP1"	"READ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MOV10--ZNHIT6"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPDU1--DNAH9"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPDU1--GLP2R"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPDU1--SPEM1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPDZ--ITPK1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPHOSPH9--CCDC92"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPND--CCDC94"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPND--RABEP1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPO--ANXA1"	"LAML"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPO--STAT6"	"LAML"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPO--TYK2"	"LAML"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPP5--FAM71D"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--COPS3"	"KIRP"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--OAZ2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--P4HA1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--TNFRSF13B"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--TOM1L2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPRIP--TRAT1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MPZL1--TNFSF4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MREG--ARL4D"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MREG--DNAH2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MREG--SMARCAL1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MREG--SPAG17"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL32--C7orf72"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL37--GPR172B"	"READ"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL37--MASP2"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL42--POLR3B"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL42--ZMIZ1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL44--ABCG1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL48--NARS2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL49--ARL2"	"LUAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPL50--C9orf125"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS18A--C16orf5"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS23--FAM117A"	"SARC"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MRPS23--TRIM37"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS27--HIST1H2BN"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS35--LYRM5"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS35--ST6GALNAC5"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRPS5--NEB"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRRF--NR4A1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRRF--TTLL11"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRS2--C6orf62"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MRS2--DCDC2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSH2--CCDC57"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSH2--SLCO6A1"	"PCPG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSH2--SPTLC1"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSH3--RASGEF1C"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSH5--BSCL2"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI1--KRT78"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--BCAS3"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--BRD7"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--C18orf34"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--HNF1B"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--SMYD3"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--SYNPO2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--TOB1"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSI2--UTP18"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSL1--SHANK2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSL2--CEP70"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSL2--OPRM1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSLN--CLCN3"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSLN--UVRAG"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSMB--ANXA1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSMB--KLK3"	"PRAD"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MSMB--SUPT16H"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSRA--AGPAT5"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSRA--ESCO2"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSRA--SPAG11B"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSRB3--ACTR5"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MSRB3--CNOT2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTA2--CDHR5"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTA2--UBXN1"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTA3--GEMIN6"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTAP--EEF1A2"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTAP--LINGO2"	"BLCA"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MTAP--PTPRD"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTERFD1--HSD17B6"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTERFD3--CRY1"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTFR1--LIG1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTHFD1--PAPLN"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTHFD1L--IFT81"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTHFS--ACAN"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTIF2--PPP3R1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR12--MAEL"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR12--SPEF2"	"LIHC"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"MTMR2--TCP11L1"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--CABP7"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--CCDC130"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--EMID1"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--MB"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--TSHZ2"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR3--ZNRF3"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTMR6--DDX21"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTRR--FASTKD3"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTRR--SLC30A5"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTSS1--KIAA0196"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTUS1--ASAH1"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MTUS2--SIRT7"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC1--FAM189B"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC1--GBA"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC13--SIAE"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC2--CLCN3"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC4--PCYT1A"	"PAAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC4--TNK2"	"CESC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MUC5B--ZNFX1"	"LUAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MVK--CPM"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MXI1--ADD3"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MXI1--C10orf57"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MXI1--KLK3"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MXRA8--SUPT16H"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYBBP1A--FGF11"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYBL2--IFT52"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYCBP2--CPB2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYCBP2--PIBF1"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYCBP2--TAF6L"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYEOV--FAM38A"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH10--CCDC42"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH11--TYK2"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH11--ZNF827"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH14--FBLN2"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH14--SIGLEC16"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--BIRC6"	"THCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--CACNA1C"	"LAML"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--CD74"	"KIRC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--DDX21"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--DNASE1"	"KICH"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--KLK3"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--PLA2G6"	"BRCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--PLAT"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--PVALB"	"OV"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYH9--TXN2"	"OV"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"5"
"MYL6--ABI3BP"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYL6--SMARCC2"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYL6--STAT6"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYL6--SUPT16H"	"HNSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYL6B--VWA3A"	"GBM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYLIP--OR5V1"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYLK--PARP1"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYLK--PLXND1"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYLK--USP48"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYLK--VAMP4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYNN--NLGN1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO10--C5orf38"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO10--FAM186A"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO10--PFDN2"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO10--SLC12A7"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO15B--IGSF5"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO15B--LLGL2"	"LGG"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO18A--ALDOB"	"LIHC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO18A--BCAS3"	"THYM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO18A--IGF2"	"KIRC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO18A--NF1"	"CHOL"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO19--SSH2"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1B--ABCC4"	"PRAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1C--SMG6"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1C--SMTNL2"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1D--HNF1B"	"CHOL"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1E--GPR176"	"STAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1E--TMCO3"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO1F--LRSAM1"	"ACC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5A--DCBLD2"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5A--NEDD4"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5B--COX6C"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5B--DCC"	"BLCA"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5B--LPIN2"	"COAD"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5B--MBD1"	"LUSC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO5C--HAUS8"	"UCEC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO6--CRYL1"	"MESO"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO7A--ZNF512"	"UCS"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYO9B--DOCK6"	"SKCM"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"MYPN--PLXDC2"	"SARC"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
